time,temperature_2m (?C),relative_humidity_2m (%),apparent_temperature (?C),rain (mm),weather_code (wmo code),cloud_cover (%)
2020-08-04T10:00,27.2,85,31.6,0,3,100
2020-08-04T11:00,28,81,32.3,0.1,51,100
2020-08-04T12:00,28.1,80,32.6,0.2,51,100
2020-08-04T13:00,28.1,82,33.4,0.3,51,99
2020-08-04T14:00,28.4,81,33.5,0.3,51,83
2020-08-04T15:00,28.5,80,33.2,1.1,55,47
2020-08-04T16:00,28.9,78,33,0.1,51,53
2020-08-04T17:00,28.5,79,33.7,0,1,35
2020-08-04T18:00,27.8,85,33.8,0,1,35
2020-08-04T19:00,27,85,31.6,0,1,32
2020-08-04T20:00,26.4,88,31.4,0,1,27
2020-08-04T21:00,25.8,90,31.1,0,1,33
2020-08-04T22:00,25.4,91,30.6,0,1,33
2020-08-04T23:00,25,92,30,0,1,29
2020-08-05T00:00,24.7,92,29.5,0,1,35
2020-08-05T01:00,24.4,94,29.5,0,1,24
2020-08-05T02:00,24.2,95,29.2,0,1,22
2020-08-05T03:00,24.1,96,29,0,1,28
2020-08-05T04:00,24,97,29.1,0,1,32
2020-08-05T05:00,23.9,98,29.2,0,1,21
2020-08-05T06:00,24,98,29.6,0,1,44
2020-08-05T07:00,25.5,91,30.9,0,2,55
2020-08-05T08:00,26.9,86,32.6,0,2,56
2020-08-05T09:00,28,82,33.9,0,3,80
2020-08-05T10:00,29.1,79,34.9,0.1,51,66
2020-08-05T11:00,29.8,78,35.7,0.4,51,84
2020-08-05T12:00,28.8,76,33.5,5.9,63,85
2020-08-05T13:00,29.3,78,35.6,0.6,53,68
2020-08-05T14:00,28.6,80,33.5,4,63,100
2020-08-05T15:00,28,82,32.7,1.6,61,75
2020-08-05T16:00,27.7,85,33.1,0.3,51,92
2020-08-05T17:00,27,87,31.9,0.4,51,100
2020-08-05T18:00,26.3,89,31.7,2.7,63,81
2020-08-05T19:00,26.2,91,31.4,1,55,90
2020-08-05T20:00,26,93,31.6,6.4,63,91
2020-08-05T21:00,25.9,93,31.9,4,63,90
2020-08-05T22:00,25.8,95,31.5,4.1,63,90
2020-08-05T23:00,25.7,95,31.3,4.2,63,90
2020-08-06T00:00,25.5,95,30.6,4.5,63,90
2020-08-06T01:00,25.3,94,30.2,4.2,63,90
2020-08-06T02:00,25.3,94,30.4,1.9,61,90
2020-08-06T03:00,25,93,29.6,0.8,53,69
2020-08-06T04:00,24.6,92,28.8,0.7,53,80
2020-08-06T05:00,24.4,91,28.2,0.2,51,56
2020-08-06T06:00,24.2,92,28.7,0.1,51,53
2020-08-06T07:00,25.1,91,30.4,0,2,52
2020-08-06T08:00,26.2,88,31.7,0.1,51,51
2020-08-06T09:00,27.2,83,32.1,0.1,51,100
2020-08-06T10:00,28.1,82,33.7,0.1,51,100
2020-08-06T11:00,28.6,83,34.7,0.2,51,100
2020-08-06T12:00,29.4,77,35.3,0.2,51,100
2020-08-06T13:00,27.6,86,32.5,6.6,63,55
2020-08-06T14:00,28.9,80,34.7,0.4,51,52
2020-08-06T15:00,28.1,81,33.4,5.4,63,51
2020-08-06T16:00,27.2,83,32.6,4.5,63,59
2020-08-06T17:00,26.2,89,30.6,1,55,80
2020-08-06T18:00,25.8,92,31.2,1.4,61,65
2020-08-06T19:00,25.3,94,30.1,1.3,61,77
2020-08-06T20:00,25.3,94,30.5,0.6,53,84
2020-08-06T21:00,25.2,94,31,0.8,53,84
2020-08-06T22:00,25.1,96,30.8,1.4,61,100
2020-08-06T23:00,24.9,96,30.5,0.8,53,93
2020-08-07T00:00,24.9,96,30.7,0.7,53,91
2020-08-07T01:00,24.8,97,30.2,2.3,61,86
2020-08-07T02:00,24.8,96,30.5,1.7,61,87
2020-08-07T03:00,24.7,96,30,0.4,51,92
2020-08-07T04:00,24.6,97,30.1,0.1,51,100
2020-08-07T05:00,24.6,98,30.2,0.2,51,100
2020-08-07T06:00,24.6,99,30.4,0.2,51,100
2020-08-07T07:00,25.3,91,30.6,0.1,51,43
2020-08-07T08:00,26.2,85,31.2,0.2,51,35
2020-08-07T09:00,27.7,78,32,0.1,51,68
2020-08-07T10:00,28.9,74,33.1,0.1,51,78
2020-08-07T11:00,29.5,72,34,0.2,51,44
2020-08-07T12:00,30.3,69,35.3,0.3,51,62
2020-08-07T13:00,30.7,69,35.8,0.1,51,62
2020-08-07T14:00,30.6,69,35.4,0.2,51,100
2020-08-07T15:00,29,75,33,1.2,55,56
2020-08-07T16:00,28.6,79,33.1,0.1,51,81
2020-08-07T17:00,27.1,85,31.6,2.1,61,71
2020-08-07T18:00,26.4,89,32,0.1,51,54
2020-08-07T19:00,27.2,88,32.9,0,1,48
2020-08-07T20:00,26.9,90,32.5,0,1,42
2020-08-07T21:00,26.4,91,32,0,1,46
2020-08-07T22:00,26.1,93,31.7,0,1,25
2020-08-07T23:00,25.9,94,31.7,0,1,33
2020-08-08T00:00,25.6,96,31.3,0,1,46
2020-08-08T01:00,25.5,96,31.1,0,1,31
2020-08-08T02:00,25.3,96,30.6,0,1,29
2020-08-08T03:00,25.1,97,30.2,0,1,23
2020-08-08T04:00,24.9,97,30.1,0,0,18
2020-08-08T05:00,24.7,97,30,0,1,20
2020-08-08T06:00,24.8,97,30.2,0,0,20
2020-08-08T07:00,26.3,92,31.8,0,0,16
2020-08-08T08:00,27.9,85,33,0,1,35
2020-08-08T09:00,28.9,83,34.6,0.2,51,47
2020-08-08T10:00,28.9,78,32.8,2.3,61,73
2020-08-08T11:00,29.1,81,34.6,3,63,53
2020-08-08T12:00,29.8,72,32.8,2.3,61,91
2020-08-08T13:00,28.5,82,32.5,4.8,63,67
2020-08-08T14:00,27.3,84,30.9,1.2,55,100
2020-08-08T15:00,27.3,86,31.4,1.4,61,49
2020-08-08T16:00,27.4,87,32.1,1.6,61,60
2020-08-08T17:00,26.8,90,32.1,1,55,78
2020-08-08T18:00,26.4,92,32.2,0.6,53,68
2020-08-08T19:00,26.5,93,32.5,0.7,53,89
2020-08-08T20:00,26.2,94,32.4,0.9,53,90
2020-08-08T21:00,26,96,32.1,0.9,53,83
2020-08-08T22:00,25.8,96,31.7,0.2,51,89
2020-08-08T23:00,25.6,96,31.3,0,1,35
2020-08-09T00:00,25.5,96,31.1,0,1,37
2020-08-09T01:00,25,97,30.5,0,1,27
2020-08-09T02:00,24.8,97,30.1,0.2,51,15
2020-08-09T03:00,24.5,98,29.8,0,1,45
2020-08-09T04:00,24.3,98,29.7,0,2,53
2020-08-09T05:00,24.3,98,29.6,0.3,51,64
2020-08-09T06:00,24.5,98,29.8,0,2,75
2020-08-09T07:00,25.7,93,31.2,0,1,25
2020-08-09T08:00,27.1,86,32.6,0,1,25
2020-08-09T09:00,28.6,78,33.5,0,1,29
2020-08-09T10:00,29.9,72,35.3,0,1,39
2020-08-09T11:00,30.5,69,36.4,0,1,40
2020-08-09T12:00,30.8,71,37.3,0.2,51,38
2020-08-09T13:00,30.7,70,35.8,0.5,53,69
2020-08-09T14:00,30.1,76,35.8,4.2,63,77
2020-08-09T15:00,28.7,81,33.4,3.5,63,76
2020-08-09T16:00,27.9,84,33,0.7,53,44
2020-08-09T17:00,27.9,85,33.4,0.1,51,46
2020-08-09T18:00,27.5,88,33.4,0,1,32
2020-08-09T19:00,26.7,90,32.2,0,1,30
2020-08-09T20:00,26.5,91,32.4,0,1,30
2020-08-09T21:00,26.3,93,32.2,0,1,31
2020-08-09T22:00,26.2,95,32.2,0,1,31
2020-08-09T23:00,26.1,95,32.2,0,1,31
2020-08-10T00:00,25.9,95,31.9,0,1,30
2020-08-10T01:00,25.7,95,31.5,0,1,29
2020-08-10T02:00,25.4,95,30.8,0,0,17
2020-08-10T03:00,25.2,95,30.4,0,0,15
2020-08-10T04:00,25.2,95,30.3,0,1,26
2020-08-10T05:00,25.1,96,30.2,0,1,25
2020-08-10T06:00,25.2,96,30.3,0,1,21
2020-08-10T07:00,26.5,91,31.8,0,1,43
2020-08-10T08:00,27.4,88,32.2,0.2,51,100
2020-08-10T09:00,28,86,33.2,0.2,51,72
2020-08-10T10:00,28.8,83,34.3,0.1,51,77
2020-08-10T11:00,29.9,80,35.9,0.1,51,76
2020-08-10T12:00,30.7,70,34.9,0.1,51,100
2020-08-10T13:00,28.6,78,32,0.3,51,60
2020-08-10T14:00,29,79,33.1,0.3,51,78
2020-08-10T15:00,28.5,79,32.2,0.1,51,100
2020-08-10T16:00,27.9,82,32.5,0.2,51,69
2020-08-10T17:00,27.7,84,32.6,0.6,53,88
2020-08-10T18:00,27.3,87,33,0,2,58
2020-08-10T19:00,27.4,82,32.1,0,1,37
2020-08-10T20:00,26.8,86,31.8,0,1,31
2020-08-10T21:00,26.6,87,31.4,0,1,28
2020-08-10T22:00,26.4,88,31,0,1,36
2020-08-10T23:00,26.1,89,30.7,0,1,34
2020-08-11T00:00,25.9,90,30.5,0,1,45
2020-08-11T01:00,25.6,91,30.4,0,2,72
2020-08-11T02:00,25.4,91,30.3,0,1,33
2020-08-11T03:00,25,93,29.9,0,1,28
2020-08-11T04:00,24.8,94,29.6,0,1,27
2020-08-11T05:00,24.7,95,29.6,0,1,29
2020-08-11T06:00,24.9,95,29.6,0,1,27
2020-08-11T07:00,26.4,90,31.8,0,0,19
2020-08-11T08:00,28.2,84,32.4,0,1,31
2020-08-11T09:00,29.5,76,33.4,0.1,51,54
2020-08-11T10:00,30.5,73,35.5,0.1,51,45
2020-08-11T11:00,31.2,71,37,0.1,51,42
2020-08-11T12:00,31.7,71,38.1,0,1,49
2020-08-11T13:00,32.1,68,38.2,0.1,51,66
2020-08-11T14:00,28.7,79,34.3,2.8,63,73
2020-08-11T15:00,29.7,77,35.1,0.4,51,78
2020-08-11T16:00,28.6,80,33.5,1.8,61,98
2020-08-11T17:00,27.6,84,32.8,0.2,51,37
2020-08-11T18:00,27.1,88,33,0.2,51,64
2020-08-11T19:00,28,88,34.4,0,2,56
2020-08-11T20:00,27.8,89,34.1,0.1,51,67
2020-08-11T21:00,27.4,91,33.6,0,1,44
2020-08-11T22:00,27.1,93,33.4,0,1,36
2020-08-11T23:00,26.8,93,32.8,0,2,50
2020-08-12T00:00,26.5,94,32.4,0,2,51
2020-08-12T01:00,26.3,94,32.1,0,2,50
2020-08-12T02:00,26.3,94,32.1,0,2,57
2020-08-12T03:00,26.2,94,32.3,0,2,60
2020-08-12T04:00,25.9,96,32.5,0.1,51,56
2020-08-12T05:00,25.6,96,31.2,0.2,51,44
2020-08-12T06:00,24.7,95,29.1,0.2,51,57
2020-08-12T07:00,26.6,89,32.2,0.2,51,48
2020-08-12T08:00,28.1,83,33.3,0,1,32
2020-08-12T09:00,29.4,80,34.5,0.1,51,51
2020-08-12T10:00,29.8,78,35.7,0.2,51,60
2020-08-12T11:00,30.2,78,36.5,0.3,51,74
2020-08-12T12:00,29.6,75,34.3,1.8,61,100
2020-08-12T13:00,27.6,84,32.6,2.1,61,63
2020-08-12T14:00,28.3,82,33.3,0.3,51,63
2020-08-12T15:00,29.5,75,34,0.2,51,51
2020-08-12T16:00,28.8,80,33.5,0.5,53,59
2020-08-12T17:00,27.9,84,33.3,0.1,51,38
2020-08-12T18:00,27.6,87,33.3,0,1,35
2020-08-12T19:00,27.3,89,33.2,0.8,53,43
2020-08-12T20:00,27,91,32.8,0,1,39
2020-08-12T21:00,26.5,93,32.3,0,1,43
2020-08-12T22:00,26.1,95,32.1,0,1,49
2020-08-12T23:00,26,91,31.5,0.9,53,76
2020-08-13T00:00,25.5,93,31.2,2.5,63,47
2020-08-13T01:00,25.2,94,30.4,1.2,55,67
2020-08-13T02:00,25.1,96,30.4,0,1,45
2020-08-13T03:00,24.7,99,30.5,0.9,53,100
2020-08-13T04:00,24.7,100,30.8,0.7,53,100
2020-08-13T05:00,24.6,99,30.4,1,55,100
2020-08-13T06:00,24.7,97,30.6,0.2,51,72
2020-08-13T07:00,25.4,92,31.1,0.3,51,70
2020-08-13T08:00,26.8,86,31.9,0.1,51,81
2020-08-13T09:00,27.7,84,32.9,0.1,51,74
2020-08-13T10:00,28.3,83,33.9,0.1,51,69
2020-08-13T11:00,28.5,82,34.1,0.1,51,66
2020-08-13T12:00,29.1,77,34.2,0.1,51,66
2020-08-13T13:00,29.2,77,34.2,0.1,51,55
2020-08-13T14:00,29.6,75,34.8,0.1,51,52
2020-08-13T15:00,28.8,78,33.4,0.6,53,68
2020-08-13T16:00,27.2,87,32,0.4,51,70
2020-08-13T17:00,26.5,88,31.3,2.5,63,100
2020-08-13T18:00,26,89,30.8,2.1,61,100
2020-08-13T19:00,26,92,31.7,2.3,61,76
2020-08-13T20:00,25.8,94,31.5,0.5,53,67
2020-08-13T21:00,25.6,94,31.3,0.4,51,68
2020-08-13T22:00,25.5,94,30.8,0.3,51,47
2020-08-13T23:00,25.4,96,30.8,0.1,51,37
2020-08-14T00:00,25,98,30.6,0,1,37
2020-08-14T01:00,24.5,99,30.2,0,1,34
2020-08-14T02:00,24.2,99,29.7,0,1,38
2020-08-14T03:00,24.1,97,28.9,0.5,53,91
2020-08-14T04:00,24.4,95,29.1,0.1,51,86
2020-08-14T05:00,24.2,96,29.1,0.4,51,64
2020-08-14T06:00,24,97,28.9,0.1,51,56
2020-08-14T07:00,25.4,93,31.1,0,1,32
2020-08-14T08:00,26.9,85,32.1,0,3,87
2020-08-14T09:00,28.2,79,32.9,0.1,51,66
2020-08-14T10:00,29.2,74,34.1,0.1,51,64
2020-08-14T11:00,29.7,72,34.5,0.1,51,61
2020-08-14T12:00,30.3,75,37.2,0.2,51,100
2020-08-14T13:00,30.4,72,36.2,0.3,51,100
2020-08-14T14:00,27.7,82,32.3,2.8,63,78
2020-08-14T15:00,28.5,77,33.7,0.1,51,40
2020-08-14T16:00,28.2,78,32.8,1.3,61,79
2020-08-14T17:00,26.3,85,30.5,2.3,61,100
2020-08-14T18:00,25.7,89,31,0.1,51,50
2020-08-14T19:00,26,90,31.8,0.1,51,77
2020-08-14T20:00,25.7,93,31.4,1.4,61,56
2020-08-14T21:00,25.5,94,31.7,1.5,61,52
2020-08-14T22:00,24.9,97,30.8,2.4,61,85
2020-08-14T23:00,24.4,97,29.6,1.1,55,96
2020-08-15T00:00,24.2,97,29.6,0.1,51,79
2020-08-15T01:00,24,97,29.4,0.1,51,40
2020-08-15T02:00,23.5,99,28.9,0.1,51,36
2020-08-15T03:00,23.5,99,28.6,0,1,34
2020-08-15T04:00,23.5,98,28.4,0,1,29
2020-08-15T05:00,23.3,99,28.2,0,1,33
2020-08-15T06:00,23.6,98,28.5,0,1,34
2020-08-15T07:00,24.4,92,29.1,0,1,30
2020-08-15T08:00,25.6,88,30.1,0,1,34
2020-08-15T09:00,26.9,84,31.7,0,1,49
2020-08-15T10:00,28,80,33,0,3,81
2020-08-15T11:00,29.1,76,34.4,0,3,84
2020-08-15T12:00,30.2,71,35.6,0,2,65
2020-08-15T13:00,31.2,65,36.2,0,1,46
2020-08-15T14:00,31,64,34.8,0,1,37
2020-08-15T15:00,30.7,64,34.5,0,1,42
2020-08-15T16:00,30.3,66,34.5,0,2,57
2020-08-15T17:00,29.8,72,34.7,0,1,42
2020-08-15T18:00,28.5,78,33.4,0,1,33
2020-08-15T19:00,27.9,81,33.1,0,1,33
2020-08-15T20:00,27.5,81,32.4,0,1,34
2020-08-15T21:00,27.1,83,32,0,1,34
2020-08-15T22:00,26.4,85,31.3,0,1,34
2020-08-15T23:00,25.8,88,30.7,0,1,41
2020-08-16T00:00,25.5,91,30.7,0,2,56
2020-08-16T01:00,25.3,92,30.4,0.1,51,46
2020-08-16T02:00,25.1,94,29.9,0.1,51,74
2020-08-16T03:00,25,95,30.1,0.1,51,45
2020-08-16T04:00,24.8,95,29.9,0.1,51,56
2020-08-16T05:00,24.7,95,29.6,0,1,30
2020-08-16T06:00,24.4,96,29.4,0,1,22
2020-08-16T07:00,26.4,91,32.2,0,0,20
2020-08-16T08:00,27.9,85,33.5,0,1,34
2020-08-16T09:00,29.2,77,34.4,0,1,41
2020-08-16T10:00,30.3,71,35.7,0.1,51,39
2020-08-16T11:00,31.1,66,36.6,0,1,34
2020-08-16T12:00,31.8,62,37.8,0,1,34
2020-08-16T13:00,32.3,59,38.2,0,1,34
2020-08-16T14:00,32.4,57,38.1,0,1,32
2020-08-16T15:00,32.5,55,36.9,0,1,37
2020-08-16T16:00,30.3,68,34.3,0.6,53,88
2020-08-16T17:00,29.2,75,34.4,0.3,51,57
2020-08-16T18:00,28.3,82,33.7,0,2,61
2020-08-16T19:00,27.1,87,32.3,1.8,61,46
2020-08-16T20:00,26.6,89,32,0,1,36
2020-08-16T21:00,26.3,91,31.8,0,1,44
2020-08-16T22:00,25.7,94,31.4,0.5,53,75
2020-08-16T23:00,25.6,95,31.6,0,1,40
2020-08-17T00:00,25.4,96,31.4,0,1,42
2020-08-17T01:00,25.3,97,31.2,0,2,51
2020-08-17T02:00,25.3,97,31.5,0,2,55
2020-08-17T03:00,25.1,99,31.3,0,2,63
2020-08-17T04:00,25,99,31.2,0,1,47
2020-08-17T05:00,24.8,98,30.5,0,3,92
2020-08-17T06:00,24.8,96,30.6,0,1,49
2020-08-17T07:00,25.6,95,31.8,0,1,31
2020-08-17T08:00,27.3,86,32.6,0,2,54
2020-08-17T09:00,28.8,79,33.8,0,2,52
2020-08-17T10:00,30,75,36.2,0,1,43
2020-08-17T11:00,30.9,73,38.3,0,1,37
2020-08-17T12:00,31.2,72,38.5,0.1,51,56
2020-08-17T13:00,31.2,73,38.2,0.2,51,52
2020-08-17T14:00,30.9,70,38,0.2,51,100
2020-08-17T15:00,28.7,75,32.5,7.4,63,80
2020-08-17T16:00,27.3,85,33.4,1.3,61,37
2020-08-17T17:00,27.8,84,33.6,0.1,51,59
2020-08-17T18:00,27.5,87,33.3,0.1,51,39
2020-08-17T19:00,28.2,87,34.8,0.4,51,39
2020-08-17T20:00,27.7,89,34.1,0,1,40
2020-08-17T21:00,27.1,91,33.5,0,1,33
2020-08-17T22:00,26.7,92,32.8,0,1,25
2020-08-17T23:00,26.2,94,31.9,0,0,5
2020-08-18T00:00,26,93,31.5,0,0,10
2020-08-18T01:00,25.9,93,31.1,0,0,15
2020-08-18T02:00,25.7,93,30.6,0.6,53,46
2020-08-18T03:00,25.2,94,30,0.8,53,41
2020-08-18T04:00,25,95,30,0.1,51,36
2020-08-18T05:00,24.9,96,30.4,0.1,51,26
2020-08-18T06:00,24.9,96,30.5,0.4,51,57
2020-08-18T07:00,26.3,90,32.1,0.2,51,47
2020-08-18T08:00,27.3,86,33.3,0.6,53,44
2020-08-18T09:00,28.4,80,33.7,0.4,51,61
2020-08-18T10:00,29.5,72,34.3,0.2,51,51
2020-08-18T11:00,30.7,68,36.5,0,2,53
2020-08-18T12:00,31.2,66,37.3,0,2,51
2020-08-18T13:00,31.7,68,38.7,0,1,49
2020-08-18T14:00,31.3,68,37.9,0.2,51,78
2020-08-18T15:00,29.1,76,33.4,7.5,63,100
2020-08-18T16:00,28.4,80,33.7,0.8,53,65
2020-08-18T17:00,27,85,31.6,1.6,61,47
2020-08-18T18:00,26.3,88,31.1,0.7,53,49
2020-08-18T19:00,27.5,87,33.2,0.7,53,71
2020-08-18T20:00,27,89,32.4,0,2,73
2020-08-18T21:00,26.8,91,32.6,0,1,46
2020-08-18T22:00,26.5,93,32.8,0,2,67
2020-08-18T23:00,25.8,91,31.4,1,55,90
2020-08-19T00:00,25.4,93,31,1.2,55,76
2020-08-19T01:00,25.3,92,30.6,1.5,61,87
2020-08-19T02:00,25.5,90,30,1.9,61,100
2020-08-19T03:00,24.5,96,28.9,3.1,63,100
2020-08-19T04:00,24.3,96,29.2,1.2,55,100
2020-08-19T05:00,24.3,96,29.2,0.9,53,100
2020-08-19T06:00,24.3,96,29.6,0.8,53,97
2020-08-19T07:00,24.8,94,30.1,0.3,51,90
2020-08-19T08:00,25.6,89,30.4,0.1,51,100
2020-08-19T09:00,27,84,31.3,0,2,76
2020-08-19T10:00,28.5,76,31.9,0.2,51,63
2020-08-19T11:00,29.4,72,33,0.1,51,42
2020-08-19T12:00,30.4,67,34.8,0,1,23
2020-08-19T13:00,31,63,35.7,0,1,32
2020-08-19T14:00,31,62,35,0,1,47
2020-08-19T15:00,30.9,62,34.4,0,1,42
2020-08-19T16:00,30.2,65,34,0,1,47
2020-08-19T17:00,29.8,68,34.2,0,1,49
2020-08-19T18:00,28.4,81,34.2,0,2,55
2020-08-19T19:00,27,85,32.2,0,3,92
2020-08-19T20:00,26.5,88,31.7,0.1,51,91
2020-08-19T21:00,26.1,90,31.5,0.6,53,90
2020-08-19T22:00,25.9,92,31.3,0.7,53,90
2020-08-19T23:00,25.8,93,31.4,0.6,53,88
2020-08-20T00:00,25.6,93,31.4,0.4,51,96
2020-08-20T01:00,25.4,94,31.3,0.5,53,100
2020-08-20T02:00,25.3,95,31.1,0.5,53,89
2020-08-20T03:00,25.1,96,30.8,0.3,51,55
2020-08-20T04:00,24.8,98,30.6,0.1,51,43
2020-08-20T05:00,24.9,96,30.8,0,1,45
2020-08-20T06:00,24.8,96,30.8,0,2,64
2020-08-20T07:00,25.6,93,31.6,0,3,90
2020-08-20T08:00,25.8,92,32,0,3,90
2020-08-20T09:00,27.1,86,33.4,0,3,93
2020-08-20T10:00,28.5,77,34,0,3,96
2020-08-20T11:00,28.5,76,33.5,0,2,75
2020-08-20T12:00,29.2,73,34.1,0,3,85
2020-08-20T13:00,29.4,72,34,0,3,92
2020-08-20T14:00,29.6,71,34.4,0,2,74
2020-08-20T15:00,30.3,68,35.1,0.1,51,50
2020-08-20T16:00,30.3,67,34.7,0.1,51,61
2020-08-20T17:00,29.6,72,34.6,0,2,57
2020-08-20T18:00,28.3,82,33.9,0,1,22
2020-08-20T19:00,28.1,83,33.9,0,2,55
2020-08-20T20:00,27.5,84,32.8,0.1,51,44
2020-08-20T21:00,27.1,87,32.2,0,1,34
